condition,family,level,tick,seed,correct,value,label,stop_reason,tool_calls
C0,tsp,2,6,7,True,1.0,optimal,stop,0
C0,tsp,2,6,8,True,1.0,optimal,stop,0
C0,tsp,3,8,1,True,1.0,optimal,stop,0
C0,tsp,3,8,2,True,1.0,optimal,stop,0
C0,tsp,3,8,3,True,1.0,optimal,stop,0
C0,tsp,3,8,4,False,0.8747297321338107,valid_suboptimal,stop,0
C0,tsp,3,8,5,True,1.0,optimal,stop,0
C0,tsp,3,8,6,True,1.0,optimal,stop,0
C0,tsp,3,8,7,False,0.990043960598007,valid_suboptimal,stop,0
C0,tsp,3,8,8,True,1.0,optimal,stop,0
C0,tsp,4,9,1,True,1.0,optimal,stop,0
C0,tsp,4,9,2,False,0.8399153520579865,valid_suboptimal,stop,0
C0,tsp,4,9,3,False,0.8994645597167094,valid_suboptimal,stop,0
C0,tsp,4,9,4,False,0.9692582163608867,valid_suboptimal,stop,0
C0,tsp,4,9,5,True,1.0,optimal,stop,0
C0,tsp,4,9,6,True,1.0,optimal,stop,0
C0,tsp,4,9,7,True,1.0,optimal,stop,0
C0,tsp,4,9,8,False,0.9976289786617798,valid_suboptimal,stop,0
C1,argmax,10,"10000,12",1,True,1.0,correct,stop,0
C1,argmax,10,"10000,12",2,True,1.0,correct,stop,0
C1,argmax,10,"10000,12",3,True,1.0,correct,stop,0
C1,argmax,10,"10000,12",4,True,1.0,correct,stop,0
C1,argmax,10,"10000,12",5,True,1.0,correct,stop,0
C1,argmax,10,"10000,12",6,True,1.0,correct,stop,0
C1,argmax,10,"10000,12",7,True,1.0,correct,stop,0
C1,argmax,10,"10000,12",8,True,1.0,correct,stop,0
C1,argmax,9,"1000,6",1,True,1.0,correct,stop,0
C1,argmax,9,"1000,6",2,True,1.0,correct,stop,0
C1,argmax,9,"1000,6",3,True,1.0,correct,stop,0
C1,argmax,9,"1000,6",4,True,1.0,correct,stop,0
C1,argmax,9,"1000,6",5,True,1.0,correct,stop,0
C1,argmax,9,"1000,6",6,True,1.0,correct,stop,0
C1,argmax,9,"1000,6",7,True,1.0,correct,stop,0
C1,argmax,9,"1000,6",8,True,1.0,correct,stop,0
C1,argmax,5,"100,2",1,True,1.0,correct,stop,0
C1,argmax,5,"100,2",2,True,1.0,correct,stop,0
C1,argmax,5,"100,2",3,True,1.0,correct,stop,0
C1,argmax,5,"100,2",4,True,1.0,correct,stop,0
C1,argmax,5,"100,2",5,True,1.0,correct,stop,0
C1,argmax,5,"100,2",6,True,1.0,correct,stop,0
C1,argmax,5,"100,2",7,True,1.0,correct,stop,0
C1,argmax,5,"100,2",8,True,1.0,correct,stop,0
C1,argmax,6,"100,3",1,True,1.0,correct,stop,0
C1,argmax,6,"100,3",2,True,1.0,correct,stop,0
C1,argmax,6,"100,3",3,True,1.0,correct,stop,0
C1,argmax,6,"100,3",4,True,1.0,correct,stop,0
C1,argmax,6,"100,3",5,True,1.0,correct,stop,0
C1,argmax,6,"100,3",6,True,1.0,correct,stop,0
C1,argmax,6,"100,3",7,True,1.0,correct,stop,0
C1,argmax,6,"100,3",8,True,1.0,correct,stop,0
C1,argmax,1,"10,1",1,True,1.0,correct,stop,0
C1,argmax,1,"10,1",2,True,1.0,correct,stop,0
C1,argmax,1,"10,1",3,True,1.0,correct,stop,0
C1,argmax,1,"10,1",4,True,1.0,correct,stop,0
C1,argmax,1,"10,1",5,True,1.0,correct,stop,0
C1,argmax,1,"10,1",6,True,1.0,correct,stop,0
C1,argmax,1,"10,1",7,True,1.0,correct,stop,0
C1,argmax,1,"10,1",8,True,1.0,correct,stop,0
C1,argmax,7,"200,3",1,True,1.0,correct,stop,0
C1,argmax,7,"200,3",2,True,1.0,correct,stop,0
C1,argmax,7,"200,3",3,True,1.0,correct,stop,0
C1,argmax,7,"200,3",4,True,1.0,correct,stop,0
C1,argmax,7,"200,3",5,True,1.0,correct,stop,0
C1,argmax,7,"200,3",6,True,1.0,correct,stop,0
C1,argmax,7,"200,3",7,True,1.0,correct,stop,0
C1,argmax,7,"200,3",8,True,1.0,correct,stop,0
C1,argmax,2,"20,1",1,True,1.0,correct,stop,0
C1,argmax,2,"20,1",2,True,1.0,correct,stop,0
C1,argmax,2,"20,1",3,True,1.0,correct,stop,0
C1,argmax,2,"20,1",4,True,1.0,correct,stop,0
C1,argmax,2,"20,1",5,True,1.0,correct,stop,0
C1,argmax,2,"20,1",6,True,1.0,correct,stop,0
C1,argmax,2,"20,1",7,True,1.0,correct,stop,0
C1,argmax,2,"20,1",8,True,1.0,correct,stop,0
C1,argmax,8,"500,4",1,True,1.0,correct,stop,0
C1,argmax,8,"500,4",2,True,1.0,correct,stop,0
C1,argmax,8,"500,4",3,True,1.0,correct,stop,0
C1,argmax,8,"500,4",4,True,1.0,correct,stop,0
C1,argmax,8,"500,4",5,True,1.0,correct,stop,0
C1,argmax,8,"500,4",6,True,1.0,correct,stop,0
C1,argmax,8,"500,4",7,True,1.0,correct,stop,0
C1,argmax,8,"500,4",8,True,1.0,correct,stop,0
C1,argmax,3,"50,1",1,True,1.0,correct,stop,0
C1,argmax,3,"50,1",2,True,1.0,correct,stop,0
C1,argmax,3,"50,1",3,True,1.0,correct,stop,0
C1,argmax,3,"50,1",4,True,1.0,correct,stop,0
C1,argmax,3,"50,1",5,True,1.0,correct,stop,0
C1,argmax,3,"50,1",6,True,1.0,correct,stop,0
C1,argmax,3,"50,1",7,True,1.0,correct,stop,0
C1,argmax,3,"50,1",8,True,1.0,correct,stop,0
C1,argmax,4,"50,2",1,True,1.0,correct,stop,0
C1,argmax,4,"50,2",2,True,1.0,correct,stop,0
C1,argmax,4,"50,2",3,True,1.0,correct,stop,0
C1,argmax,4,"50,2",4,True,1.0,correct,stop,0
C1,argmax,4,"50,2",5,True,1.0,correct,stop,0
C1,argmax,4,"50,2",6,True,1.0,correct,stop,0
C1,argmax,4,"50,2",7,True,1.0,correct,stop,0
C1,argmax,4,"50,2",8,True,1.0,correct,stop,0
C1,automata,8,12,1,True,1.0,correct,stop,0
C1,automata,8,12,2,True,1.0,correct,stop,0
C1,automata,8,12,3,True,1.0,correct,stop,0
C1,automata,8,12,4,True,1.0,correct,stop,0
C1,automata,8,12,5,True,1.0,correct,stop,0
C1,automata,8,12,6,True,1.0,correct,stop,0
C1,automata,8,12,7,True,1.0,correct,stop,0
C1,automata,8,12,8,True,1.0,correct,stop,0
C1,automata,9,16,1,True,1.0,correct,stop,0
C1,automata,9,16,2,True,1.0,correct,stop,0
C1,automata,9,16,3,True,1.0,correct,stop,0
C1,automata,9,16,4,True,1.0,correct,stop,0
C1,automata,9,16,5,True,1.0,correct,stop,0
C1,automata,9,16,6,True,1.0,correct,stop,0
C1,automata,9,16,7,True,1.0,correct,stop,0
C1,automata,9,16,8,True,1.0,correct,stop,0
C1,automata,1,1,1,True,1.0,correct,stop,0
C1,automata,1,1,2,True,1.0,correct,stop,0
C1,automata,1,1,3,True,1.0,correct,stop,0
C1,automata,1,1,4,True,1.0,correct,stop,0
C1,automata,1,1,5,True,1.0,correct,stop,0
C1,automata,1,1,6,True,1.0,correct,stop,0
C1,automata,1,1,7,True,1.0,correct,stop,0
C1,automata,1,1,8,True,1.0,correct,stop,0
C1,automata,2,2,1,True,1.0,correct,stop,0
C1,automata,2,2,2,True,1.0,correct,stop,0
C1,automata,2,2,3,True,1.0,correct,stop,0
C1,automata,2,2,4,True,1.0,correct,stop,0
C1,automata,2,2,5,True,1.0,correct,stop,0
C1,automata,2,2,6,True,1.0,correct,stop,0
C1,automata,2,2,7,True,1.0,correct,stop,0
C1,automata,2,2,8,True,1.0,correct,stop,0
C1,automata,10,32,1,True,1.0,correct,stop,0
C1,automata,10,32,2,True,1.0,correct,stop,0
C1,automata,10,32,3,True,1.0,correct,stop,0
C1,automata,10,32,4,True,1.0,correct,stop,0
C1,automata,10,32,5,True,1.0,correct,stop,0
C1,automata,10,32,6,True,1.0,correct,stop,0
C1,automata,10,32,7,True,1.0,correct,stop,0
C1,automata,10,32,8,True,1.0,correct,stop,0
C1,automata,3,3,1,True,1.0,correct,stop,0
C1,automata,3,3,2,True,1.0,correct,stop,0
C1,automata,3,3,3,True,1.0,correct,stop,0
C1,automata,3,3,4,True,1.0,correct,stop,0
C1,automata,3,3,5,True,1.0,correct,stop,0
C1,automata,3,3,6,True,1.0,correct,stop,0
C1,automata,3,3,7,True,1.0,correct,stop,0
C1,automata,3,3,8,True,1.0,correct,stop,0
C1,automata,4,4,1,True,1.0,correct,stop,0
C1,automata,4,4,2,True,1.0,correct,stop,0
C1,automata,4,4,3,True,1.0,correct,stop,0
C1,automata,4,4,4,True,1.0,correct,stop,0
C1,automata,4,4,5,True,1.0,correct,stop,0
C1,automata,4,4,6,True,1.0,correct,stop,0
C1,automata,4,4,7,True,1.0,correct,stop,0
C1,automata,4,4,8,True,1.0,correct,stop,0
C1,automata,5,5,1,True,1.0,correct,stop,0
C1,automata,5,5,2,True,1.0,correct,stop,0
C1,automata,5,5,3,True,1.0,correct,stop,0
C1,automata,5,5,4,True,1.0,correct,stop,0
C1,automata,5,5,5,True,1.0,correct,stop,0
C1,automata,5,5,6,True,1.0,correct,stop,0
C1,automata,5,5,7,True,1.0,correct,stop,0
C1,automata,5,5,8,True,1.0,correct,stop,0
C1,automata,6,6,1,True,1.0,correct,stop,0
C1,automata,6,6,2,True,1.0,correct,stop,0
C1,automata,6,6,3,True,1.0,correct,stop,0
C1,automata,6,6,4,True,1.0,correct,stop,0
C1,automata,6,6,5,True,1.0,correct,stop,0
C1,automata,6,6,6,True,1.0,correct,stop,0
C1,automata,6,6,7,True,1.0,correct,stop,0
C1,automata,6,6,8,True,1.0,correct,stop,0
C1,automata,7,8,1,True,1.0,correct,stop,0
C1,automata,7,8,2,True,1.0,correct,stop,0
C1,automata,7,8,3,True,1.0,correct,stop,0
C1,automata,7,8,4,True,1.0,correct,stop,0
C1,automata,7,8,5,True,1.0,correct,stop,0
C1,automata,7,8,6,True,1.0,correct,stop,0
C1,automata,7,8,7,True,1.0,correct,stop,0
C1,automata,7,8,8,True,1.0,correct,stop,0
C1,chaos,9,L16,1,True,1.0,correct,stop,0
C1,chaos,9,L16,2,True,1.0,correct,stop,0
C1,chaos,9,L16,3,True,1.0,correct,stop,0
C1,chaos,9,L16,4,True,1.0,correct,stop,0
C1,chaos,9,L16,5,True,1.0,correct,stop,0
C1,chaos,9,L16,6,True,1.0,correct,stop,0
C1,chaos,9,L16,7,True,1.0,correct,stop,0
C1,chaos,9,L16,8,True,1.0,correct,stop,0
C1,chaos,1,H1,1,True,1.0,correct,stop,0
C1,chaos,1,H1,2,True,1.0,correct,stop,0
C1,chaos,1,H1,3,True,1.0,correct,stop,0
C1,chaos,1,H1,4,True,1.0,correct,stop,0
C1,chaos,1,H1,5,True,1.0,correct,stop,0
C1,chaos,1,H1,6,True,1.0,correct,stop,0
C1,chaos,1,H1,7,True,1.0,correct,stop,0
C1,chaos,1,H1,8,True,1.0,correct,stop,0
C1,chaos,2,L1,1,True,1.0,correct,stop,0
C1,chaos,2,L1,2,True,1.0,correct,stop,0
C1,chaos,2,L1,3,True,1.0,correct,stop,0
C1,chaos,2,L1,4,True,1.0,correct,stop,0
C1,chaos,2,L1,5,True,1.0,correct,stop,0
C1,chaos,2,L1,6,True,1.0,correct,stop,0
C1,chaos,2,L1,7,True,1.0,correct,stop,0
C1,chaos,2,L1,8,True,1.0,correct,stop,0
C1,chaos,3,L2,1,True,1.0,correct,stop,0
C1,chaos,3,L2,2,True,1.0,correct,stop,0
C1,chaos,3,L2,3,True,1.0,correct,stop,0
C1,chaos,3,L2,4,True,1.0,correct,stop,0
C1,chaos,3,L2,5,True,1.0,correct,stop,0
C1,chaos,3,L2,6,True,1.0,correct,stop,0
C1,chaos,3,L2,7,True,1.0,correct,stop,0
C1,chaos,3,L2,8,True,1.0,correct,stop,0
C1,chaos,10,L32,1,True,1.0,correct,stop,0
C1,chaos,10,L32,2,True,1.0,correct,stop,0
C1,chaos,10,L32,3,True,1.0,correct,stop,0
C1,chaos,10,L32,4,True,1.0,correct,stop,0
C1,chaos,10,L32,5,True,1.0,correct,stop,0
C1,chaos,10,L32,6,True,1.0,correct,stop,0
C1,chaos,10,L32,7,True,1.0,correct,stop,0
C1,chaos,10,L32,8,True,1.0,correct,stop,0
C1,chaos,4,L3,1,True,1.0,correct,stop,0
C1,chaos,4,L3,2,True,1.0,correct,stop,0
C1,chaos,4,L3,3,True,1.0,correct,stop,0
C1,chaos,4,L3,4,True,1.0,correct,stop,0
C1,chaos,4,L3,5,True,1.0,correct,stop,0
C1,chaos,4,L3,6,True,1.0,correct,stop,0
C1,chaos,4,L3,7,True,1.0,correct,stop,0
C1,chaos,4,L3,8,True,1.0,correct,stop,0
C1,chaos,5,L4,1,True,1.0,correct,stop,0
C1,chaos,5,L4,2,True,1.0,correct,stop,0
C1,chaos,5,L4,3,True,1.0,correct,stop,0
C1,chaos,5,L4,4,True,1.0,correct,stop,0
C1,chaos,5,L4,5,True,1.0,correct,stop,0
C1,chaos,5,L4,6,True,1.0,correct,stop,0
C1,chaos,5,L4,7,True,1.0,correct,stop,0
C1,chaos,5,L4,8,True,1.0,correct,stop,0
C1,chaos,6,L5,1,True,1.0,correct,stop,0
C1,chaos,6,L5,2,True,1.0,correct,stop,0
C1,chaos,6,L5,3,True,1.0,correct,stop,0
C1,chaos,6,L5,4,True,1.0,correct,stop,0
C1,chaos,6,L5,5,True,1.0,correct,stop,0
C1,chaos,6,L5,6,True,1.0,correct,stop,0
C1,chaos,6,L5,7,True,1.0,correct,stop,0
C1,chaos,6,L5,8,True,1.0,correct,stop,0
C1,chaos,7,L6,1,True,1.0,correct,stop,0
C1,chaos,7,L6,2,True,1.0,correct,stop,0
C1,chaos,7,L6,3,True,1.0,correct,stop,0
C1,chaos,7,L6,4,True,1.0,correct,stop,0
C1,chaos,7,L6,5,True,1.0,correct,stop,0
C1,chaos,7,L6,6,True,1.0,correct,stop,0
C1,chaos,7,L6,7,True,1.0,correct,stop,0
C1,chaos,7,L6,8,True,1.0,correct,stop,0
C1,chaos,8,L8,1,True,1.0,correct,stop,0
C1,chaos,8,L8,2,True,1.0,correct,stop,0
C1,chaos,8,L8,3,True,1.0,correct,stop,0
C1,chaos,8,L8,4,True,1.0,correct,stop,0
C1,chaos,8,L8,5,True,1.0,correct,stop,0
C1,chaos,8,L8,6,True,1.0,correct,stop,0
C1,chaos,8,L8,7,True,1.0,correct,stop,0
C1,chaos,8,L8,8,True,1.0,correct,stop,0
C1,maze,7,10,1,True,1.0,optimal,stop,0
C1,maze,7,10,2,True,1.0,optimal,stop,0
C1,maze,7,10,3,True,1.0,optimal,stop,0
C1,maze,7,10,4,True,1.0,optimal,stop,0
C1,maze,7,10,5,True,1.0,optimal,stop,0
C1,maze,7,10,6,True,1.0,optimal,stop,0
C1,maze,7,10,7,True,1.0,optimal,stop,0
C1,maze,7,10,8,True,1.0,optimal,stop,0
C1,maze,8,12,1,True,1.0,optimal,stop,0
C1,maze,8,12,2,True,1.0,optimal,stop,0
C1,maze,8,12,3,True,1.0,optimal,stop,0
C1,maze,8,12,4,True,1.0,optimal,stop,0
C1,maze,8,12,5,True,1.0,optimal,stop,0
C1,maze,8,12,6,True,1.0,optimal,stop,0
C1,maze,8,12,7,True,1.0,optimal,stop,0
C1,maze,8,12,8,True,1.0,optimal,stop,0
C1,maze,9,16,1,True,1.0,optimal,stop,0
C1,maze,9,16,2,True,1.0,optimal,stop,0
C1,maze,9,16,3,True,1.0,optimal,stop,0
C1,maze,9,16,4,True,1.0,optimal,stop,0
C1,maze,9,16,5,True,1.0,optimal,stop,0
C1,maze,9,16,6,True,1.0,optimal,stop,0
C1,maze,9,16,7,True,1.0,optimal,stop,0
C1,maze,9,16,8,True,1.0,optimal,stop,0
C1,maze,10,20,1,True,1.0,optimal,stop,0
C1,maze,10,20,2,True,1.0,optimal,stop,0
C1,maze,10,20,3,True,1.0,optimal,stop,0
C1,maze,10,20,4,True,1.0,optimal,stop,0
C1,maze,10,20,5,True,1.0,optimal,stop,0
C1,maze,10,20,6,True,1.0,optimal,stop,0
C1,maze,10,20,7,True,1.0,optimal,stop,0
C1,maze,10,20,8,True,1.0,optimal,stop,0
C1,maze,1,3,1,True,1.0,optimal,stop,0
C1,maze,1,3,2,True,1.0,optimal,stop,0
C1,maze,1,3,3,True,1.0,optimal,stop,0
C1,maze,1,3,4,True,1.0,optimal,stop,0
C1,maze,1,3,5,True,1.0,optimal,stop,0
C1,maze,1,3,6,True,1.0,optimal,stop,0
C1,maze,1,3,7,True,1.0,optimal,stop,0
C1,maze,1,3,8,True,1.0,optimal,stop,0
C1,maze,2,4,1,True,1.0,optimal,stop,0
C1,maze,2,4,2,True,1.0,optimal,stop,0
C1,maze,2,4,3,True,1.0,optimal,stop,0
C1,maze,2,4,4,True,1.0,optimal,stop,0
C1,maze,2,4,5,True,1.0,optimal,stop,0
C1,maze,2,4,6,True,1.0,optimal,stop,0
C1,maze,2,4,7,True,1.0,optimal,stop,0
C1,maze,2,4,8,True,1.0,optimal,stop,0
C1,maze,3,5,1,True,1.0,optimal,stop,0
C1,maze,3,5,2,True,1.0,optimal,stop,0
C1,maze,3,5,3,True,1.0,optimal,stop,0
C1,maze,3,5,4,True,1.0,optimal,stop,0
C1,maze,3,5,5,True,1.0,optimal,stop,0
C1,maze,3,5,6,True,1.0,optimal,stop,0
C1,maze,3,5,7,True,1.0,optimal,stop,0
C1,maze,3,5,8,True,1.0,optimal,stop,0
C1,maze,4,6,1,True,1.0,optimal,stop,0
C1,maze,4,6,2,True,1.0,optimal,stop,0
C1,maze,4,6,3,True,1.0,optimal,stop,0
C1,maze,4,6,4,True,1.0,optimal,stop,0
C1,maze,4,6,5,True,1.0,optimal,stop,0
C1,maze,4,6,6,True,1.0,optimal,stop,0
C1,maze,4,6,7,True,1.0,optimal,stop,0
C1,maze,4,6,8,True,1.0,optimal,stop,0
C1,maze,5,7,1,True,1.0,optimal,stop,0
C1,maze,5,7,2,True,1.0,optimal,stop,0
C1,maze,5,7,3,True,1.0,optimal,stop,0
C1,maze,5,7,4,True,1.0,optimal,stop,0
C1,maze,5,7,5,True,1.0,optimal,stop,0
C1,maze,5,7,6,True,1.0,optimal,stop,0
C1,maze,5,7,7,True,1.0,optimal,stop,0
C1,maze,5,7,8,True,1.0,optimal,stop,0
C1,maze,6,8,1,True,1.0,optimal,stop,0
C1,maze,6,8,2,True,1.0,optimal,stop,0
C1,maze,6,8,3,True,1.0,optimal,stop,0
C1,maze,6,8,4,True,1.0,optimal,stop,0
C1,maze,6,8,5,True,1.0,optimal,stop,0
C1,maze,6,8,6,True,1.0,optimal,stop,0
C1,maze,6,8,7,True,1.0,optimal,stop,0
C1,maze,6,8,8,True,1.0,optimal,stop,0
C1,sat,7,10,1,True,1.0,correct,stop,0
C1,sat,7,10,2,True,1.0,correct,stop,0
C1,sat,7,10,3,True,1.0,correct,stop,0
C1,sat,7,10,4,True,1.0,correct,stop,0
C1,sat,7,10,5,True,1.0,correct,stop,0
C1,sat,7,10,6,True,1.0,correct,stop,0
C1,sat,7,10,7,True,1.0,correct,stop,0
C1,sat,7,10,8,True,1.0,correct,stop,0
C1,sat,8,12,1,True,1.0,correct,stop,0
C1,sat,8,12,2,True,1.0,correct,stop,0
C1,sat,8,12,3,True,1.0,correct,stop,0
C1,sat,8,12,4,True,1.0,correct,stop,0
C1,sat,8,12,5,True,1.0,correct,stop,0
C1,sat,8,12,6,True,1.0,correct,stop,0
C1,sat,8,12,7,True,1.0,correct,stop,0
C1,sat,8,12,8,True,1.0,correct,stop,0
C1,sat,9,16,1,True,1.0,correct,stop,0
C1,sat,9,16,2,False,0.0,parse_error,stop,0
C1,sat,9,16,3,True,1.0,correct,stop,0
C1,sat,9,16,4,True,1.0,correct,stop,0
C1,sat,9,16,5,True,1.0,correct,stop,0
C1,sat,9,16,6,True,1.0,correct,stop,0
C1,sat,9,16,7,True,1.0,correct,stop,0
C1,sat,9,16,8,True,1.0,correct,stop,0
C1,sat,10,24,1,True,1.0,correct,stop,0
C1,sat,10,24,2,True,1.0,correct,stop,0
C1,sat,10,24,3,True,1.0,correct,stop,0
C1,sat,10,24,4,True,1.0,correct,stop,0
C1,sat,10,24,5,True,1.0,correct,stop,0
C1,sat,10,24,6,False,0.0,incorrect,stop,0
C1,sat,10,24,7,True,1.0,correct,stop,0
C1,sat,10,24,8,False,0.0,incorrect,stop,0
C1,sat,1,4,1,True,1.0,correct,stop,0
C1,sat,1,4,2,True,1.0,correct,stop,0
C1,sat,1,4,3,True,1.0,correct,stop,0
C1,sat,1,4,4,True,1.0,correct,stop,0
C1,sat,1,4,5,True,1.0,correct,stop,0
C1,sat,1,4,6,True,1.0,correct,stop,0
C1,sat,1,4,7,True,1.0,correct,stop,0
C1,sat,1,4,8,True,1.0,correct,stop,0
C1,sat,2,5,1,True,1.0,correct,stop,0
C1,sat,2,5,2,True,1.0,correct,stop,0
C1,sat,2,5,3,True,1.0,correct,stop,0
C1,sat,2,5,4,True,1.0,correct,stop,0
C1,sat,2,5,5,True,1.0,correct,stop,0
C1,sat,2,5,6,True,1.0,correct,stop,0
C1,sat,2,5,7,True,1.0,correct,stop,0
C1,sat,2,5,8,True,1.0,correct,stop,0
C1,sat,3,6,1,True,1.0,correct,stop,0
C1,sat,3,6,2,True,1.0,correct,stop,0
C1,sat,3,6,3,True,1.0,correct,stop,0
C1,sat,3,6,4,True,1.0,correct,stop,0
C1,sat,3,6,5,True,1.0,correct,stop,0
C1,sat,3,6,6,True,1.0,correct,stop,0
C1,sat,3,6,7,True,1.0,correct,stop,0
C1,sat,3,6,8,True,1.0,correct,stop,0
C1,sat,4,7,1,True,1.0,correct,stop,0
C1,sat,4,7,2,True,1.0,correct,stop,0
C1,sat,4,7,3,True,1.0,correct,stop,0
C1,sat,4,7,4,True,1.0,correct,stop,0
C1,sat,4,7,5,True,1.0,correct,stop,0
C1,sat,4,7,6,True,1.0,correct,stop,0
C1,sat,4,7,7,True,1.0,correct,stop,0
C1,sat,4,7,8,True,1.0,correct,stop,0
C1,sat,5,8,1,True,1.0,correct,stop,0
C1,sat,5,8,2,True,1.0,correct,stop,0
C1,sat,5,8,3,True,1.0,correct,stop,0
C1,sat,5,8,4,True,1.0,correct,stop,0
C1,sat,5,8,5,True,1.0,correct,stop,0
C1,sat,5,8,6,True,1.0,correct,stop,0
C1,sat,5,8,7,True,1.0,correct,stop,0
C1,sat,5,8,8,False,0.0,invalid,stop,0
C1,sat,6,9,1,True,1.0,correct,stop,0
C1,sat,6,9,2,True,1.0,correct,stop,0
C1,sat,6,9,3,True,1.0,correct,stop,0
C1,sat,6,9,4,True,1.0,correct,stop,0
C1,sat,6,9,5,True,1.0,correct,stop,0
C1,sat,6,9,6,True,1.0,correct,stop,0
C1,sat,6,9,7,True,1.0,correct,stop,0
C1,sat,6,9,8,True,1.0,correct,stop,0
C1,tsp,5,10,1,True,1.0,optimal,stop,0
C1,tsp,5,10,2,False,0.9868498623229535,valid_suboptimal,stop,0
C1,tsp,5,10,3,True,1.0,optimal,stop,0
C1,tsp,5,10,4,True,1.0,optimal,stop,0
C1,tsp,5,10,5,True,1.0,optimal,stop,0
C1,tsp,5,10,6,True,1.0,optimal,stop,0
C1,tsp,5,10,7,True,1.0,optimal,stop,0
C1,tsp,5,10,8,True,1.0,optimal,stop,0
C1,tsp,6,11,1,False,0.9825809357795282,valid_suboptimal,stop,0
C1,tsp,6,11,2,True,1.0,optimal,stop,0
C1,tsp,6,11,3,True,1.0,optimal,stop,0
C1,tsp,6,11,4,True,1.0,optimal,stop,0
C1,tsp,6,11,5,True,1.0,optimal,stop,0
C1,tsp,6,11,6,False,0.9925839490853281,valid_suboptimal,stop,0
C1,tsp,6,11,7,False,0.9926145114234001,valid_suboptimal,stop,0
C1,tsp,6,11,8,True,1.0,optimal,stop,0
C1,tsp,7,12,1,True,1.0,optimal,stop,0
C1,tsp,7,12,2,False,0.9869427935034628,valid_suboptimal,stop,0
C1,tsp,7,12,3,True,1.0,optimal,stop,0
C1,tsp,7,12,4,False,0.9831329711649246,valid_suboptimal,stop,0
C1,tsp,7,12,5,True,1.0,optimal,stop,0
C1,tsp,7,12,6,False,0.9924067842616435,valid_suboptimal,stop,0
C1,tsp,7,12,7,True,1.0,optimal,stop,0
C1,tsp,7,12,8,True,1.0,optimal,stop,0
C1,tsp,8,13,1,False,0.9876039926291883,valid_suboptimal,stop,0
C1,tsp,8,13,2,True,1.0,optimal,stop,0
C1,tsp,8,13,3,True,1.0,optimal,stop,0
C1,tsp,8,13,4,False,0.9836635667047634,valid_suboptimal,stop,0
C1,tsp,8,13,5,True,1.0,optimal,stop,0
C1,tsp,8,13,6,True,1.0,optimal,stop,0
C1,tsp,8,13,7,True,1.0,optimal,stop,0
C1,tsp,8,13,8,False,0.988781216139507,valid_suboptimal,stop,0
C1,tsp,9,14,1,True,1.0,optimal,stop,0
C1,tsp,9,14,2,False,0.9986588809278698,valid_suboptimal,stop,0
C1,tsp,9,14,3,True,1.0,optimal,stop,0
C1,tsp,9,14,4,False,0.9914882175096716,valid_suboptimal,stop,0
C1,tsp,9,14,5,False,0.9829443598482263,valid_suboptimal,stop,0
C1,tsp,9,14,6,True,1.0,optimal,stop,0
C1,tsp,9,14,7,True,1.0,optimal,stop,0
C1,tsp,9,14,8,True,1.0,optimal,stop,0
C1,tsp,10,16,1,False,0.9823119395079342,valid_suboptimal,stop,0
C1,tsp,10,16,2,False,0.93691859232101,valid_suboptimal,stop,0
C1,tsp,10,16,3,False,0.9787202769044887,valid_suboptimal,stop,0
C1,tsp,10,16,4,False,0.9875828494108111,valid_suboptimal,stop,0
C1,tsp,10,16,5,False,0.9939257529321974,valid_suboptimal,stop,0
C1,tsp,10,16,6,False,0.9317124055084848,valid_suboptimal,stop,0
C1,tsp,10,16,7,False,0.9157206095738682,valid_suboptimal,stop,0
C1,tsp,10,16,8,True,1.0,optimal,stop,0
C1,tsp,1,4,1,True,1.0,optimal,stop,0
C1,tsp,1,4,2,True,1.0,optimal,stop,0
C1,tsp,1,4,3,True,1.0,optimal,stop,0
C1,tsp,1,4,4,True,1.0,optimal,stop,0
C1,tsp,1,4,5,True,1.0,optimal,stop,0
C1,tsp,1,4,6,True,1.0,optimal,stop,0
C1,tsp,1,4,7,True,1.0,optimal,stop,0
C1,tsp,1,4,8,True,1.0,optimal,stop,0
C1,tsp,2,6,1,True,1.0,optimal,stop,0
C1,tsp,2,6,2,True,1.0,optimal,stop,0
C1,tsp,2,6,3,True,1.0,optimal,stop,0
C1,tsp,2,6,4,True,1.0,optimal,stop,0
C1,tsp,2,6,5,True,1.0,optimal,stop,0
C1,tsp,2,6,6,True,1.0,optimal,stop,0
C1,tsp,2,6,7,True,1.0,optimal,stop,0
C1,tsp,2,6,8,True,1.0,optimal,stop,0
C1,tsp,3,8,1,True,1.0,optimal,stop,0
C1,tsp,3,8,2,True,1.0,optimal,stop,0
C1,tsp,3,8,3,True,1.0,optimal,stop,0
C1,tsp,3,8,4,True,1.0,optimal,stop,0
C1,tsp,3,8,5,True,1.0,optimal,stop,0
C1,tsp,3,8,6,True,1.0,optimal,stop,0
C1,tsp,3,8,7,True,1.0,optimal,stop,0
C1,tsp,3,8,8,True,1.0,optimal,stop,0
C1,tsp,4,9,1,True,1.0,optimal,stop,0
C1,tsp,4,9,2,True,1.0,optimal,stop,0
C1,tsp,4,9,3,True,1.0,optimal,stop,0
C1,tsp,4,9,4,True,1.0,optimal,stop,0
C1,tsp,4,9,5,True,1.0,optimal,stop,0
C1,tsp,4,9,6,True,1.0,optimal,stop,0
C1,tsp,4,9,7,True,1.0,optimal,stop,0
